x,t=0,t=0.005,t=0.01,t=0.015,t=0.02,t=0.025,t=0.03,t=0.035,t=0.04,t=0.045,t=0.05,t=0.055,t=0.06,t=0.065,t=0.07,t=0.075,t=0.08,t=0.085,t=0.09,t=0.095,t=0.1,t=0.105,t=0.11,t=0.115,t=0.12,t=0.125,t=0.13,t=0.135,t=0.14,t=0.145,t=0.15,t=0.155,t=0.16,t=0.165,t=0.17,t=0.175,t=0.18,t=0.185,t=0.19,t=0.195,t=0.2,t=0.205,t=0.21,t=0.215,t=0.22,t=0.225,t=0.23,t=0.235,t=0.24,t=0.245,t=0.25,t=0.255,t=0.26,t=0.265,t=0.27,t=0.275,t=0.28,t=0.285,t=0.29,t=0.295,t=0.3,t=0.305,t=0.31,t=0.315,t=0.32,t=0.325,t=0.33,t=0.335,t=0.34,t=0.345,t=0.35,t=0.355,t=0.36,t=0.365,t=0.37,t=0.375,t=0.38,t=0.385,t=0.39,t=0.395,t=0.4,t=0.405,t=0.41,t=0.415,t=0.42,t=0.425,t=0.43,t=0.435,t=0.44,t=0.445,t=0.45,t=0.455,t=0.46,t=0.465,t=0.47,t=0.475,t=0.48,t=0.485,t=0.49,t=0.495,t=0.5,t=0.505,t=0.51,t=0.515,t=0.52,t=0.525,t=0.53,t=0.535,t=0.54,t=0.545,t=0.55,t=0.555,t=0.56,t=0.565,t=0.57,t=0.575,t=0.58,t=0.585,t=0.59,t=0.595,t=0.6,t=0.605,t=0.61,t=0.615,t=0.62,t=0.625,t=0.63,t=0.635,t=0.64,t=0.645,t=0.65,t=0.655,t=0.66,t=0.665,t=0.67,t=0.675,t=0.68,t=0.685,t=0.69,t=0.695,t=0.7,t=0.705,t=0.71,t=0.715,t=0.72,t=0.725,t=0.73,t=0.735,t=0.74,t=0.745,t=0.75,t=0.755,t=0.76,t=0.765,t=0.77,t=0.775,t=0.78,t=0.785,t=0.79,t=0.795,t=0.8,t=0.805,t=0.81,t=0.815,t=0.82,t=0.825,t=0.83,t=0.835,t=0.84,t=0.845,t=0.85,t=0.855,t=0.86,t=0.865,t=0.87,t=0.875,t=0.88,t=0.885,t=0.89,t=0.895,t=0.9,t=0.905,t=0.91,t=0.915,t=0.92,t=0.925,t=0.93,t=0.935,t=0.94,t=0.945,t=0.95,t=0.955,t=0.96,t=0.965,t=0.97,t=0.975,t=0.98,t=0.985,t=0.99,t=0.995,t=1,t=1.005,t=1.01,t=1.015,t=1.02,t=1.025,t=1.03,t=1.035,t=1.04,t=1.045,t=1.05,t=1.055,t=1.06,t=1.065,t=1.07,t=1.075,t=1.08,t=1.085,t=1.09,t=1.095,t=1.1,t=1.105,t=1.11,t=1.115,t=1.12,t=1.125,t=1.13,t=1.135,t=1.14,t=1.145,t=1.15,t=1.155,t=1.16,t=1.165,t=1.17,t=1.175,t=1.18,t=1.185,t=1.19,t=1.195,t=1.2,t=1.205,t=1.21,t=1.215,t=1.22,t=1.225,t=1.23,t=1.235,t=1.24,t=1.245,t=1.25,t=1.255,t=1.26,t=1.265,t=1.27,t=1.275,t=1.28,t=1.285,t=1.29,t=1.295,t=1.3,t=1.305,t=1.31,t=1.315,t=1.32,t=1.325,t=1.33,t=1.335,t=1.34,t=1.345,t=1.35,t=1.355,t=1.36,t=1.365,t=1.37,t=1.375,t=1.38,t=1.385,t=1.39,t=1.395,t=1.4,t=1.405,t=1.41,t=1.415,t=1.42,t=1.425,t=1.43,t=1.435,t=1.44,t=1.445,t=1.45,t=1.455,t=1.46,t=1.465,t=1.47,t=1.475,t=1.48,t=1.485,t=1.49,t=1.495,t=1.5,t=1.505,t=1.51,t=1.515,t=1.52,t=1.525,t=1.53,t=1.535,t=1.54,t=1.545,t=1.55,t=1.555,t=1.56,t=1.565,t=1.57,t=1.575,t=1.58,t=1.585,t=1.59,t=1.595,t=1.6,t=1.605,t=1.61,t=1.615,t=1.62,t=1.625,t=1.63,t=1.635,t=1.64,t=1.645,t=1.65,t=1.655,t=1.66,t=1.665,t=1.67,t=1.675,t=1.68,t=1.685,t=1.69,t=1.695,t=1.7,t=1.705,t=1.71,t=1.715,t=1.72,t=1.725,t=1.73,t=1.735,t=1.74,t=1.745,t=1.75,t=1.755,t=1.76,t=1.765,t=1.77,t=1.775,t=1.78,t=1.785,t=1.79,t=1.795,t=1.8,t=1.805,t=1.81,t=1.815,t=1.82,t=1.825,t=1.83,t=1.835,t=1.84,t=1.845,t=1.85,t=1.855,t=1.86,t=1.865,t=1.87,t=1.875,t=1.88,t=1.885,t=1.89,t=1.895,t=1.9,t=1.905,t=1.91,t=1.915,t=1.92,t=1.925,t=1.93,t=1.935,t=1.94,t=1.945,t=1.95,t=1.955,t=1.96,t=1.965,t=1.97,t=1.975,t=1.98,t=1.985,t=1.99,t=1.995,t=2,t=2.005,t=2.01,t=2.015,t=2.02,t=2.025,t=2.03,t=2.035,t=2.04,t=2.045,t=2.05,t=2.055,t=2.06,t=2.065,t=2.07,t=2.075,t=2.08,t=2.085,t=2.09,t=2.095,t=2.1,t=2.105,t=2.11,t=2.115,t=2.12,t=2.125,t=2.13,t=2.135,t=2.14,t=2.145,t=2.15,t=2.155,t=2.16,t=2.165,t=2.17,t=2.175,t=2.18,t=2.185,t=2.19,t=2.195,t=2.2,t=2.205,t=2.21,t=2.215,t=2.22,t=2.225,t=2.23,t=2.235,t=2.24,t=2.245,t=2.25,t=2.255,t=2.26,t=2.265,t=2.27,t=2.275,t=2.28,t=2.285,t=2.29,t=2.295,t=2.3,t=2.305,t=2.31,t=2.315,t=2.32,t=2.325,t=2.33,t=2.335,t=2.34,t=2.345,t=2.35,t=2.355,t=2.36,t=2.365,t=2.37,t=2.375,t=2.38,t=2.385,t=2.39,t=2.395,t=2.4,t=2.405,t=2.41,t=2.415,t=2.42,t=2.425,t=2.43,t=2.435,t=2.44,t=2.445,t=2.45,t=2.455,t=2.46,t=2.465,t=2.47,t=2.475,t=2.48,t=2.485,t=2.49,t=2.495,t=2.5
0,1,1,1.00001,1.00001,1.00001,1.00001,1.00002,1.00002,1.00003,1.00004,1.00005,1.00006,1.00008,1.0001,1.00013,1.00016,1.0002,1.00025,1.00031,1.00039,1.00048,1.00059,1.00072,1.00088,1.00107,1.0013,1.00157,1.00189,1.00226,1.00271,1.00323,1.00384,1.00456,1.00539,1.00635,1.00746,1.00873,1.01019,1.01187,1.01377,1.01594,1.01839,1.02116,1.02427,1.02777,1.03167,1.03602,1.04086,1.04621,1.05212,1.05862,1.06575,1.07355,1.08206,1.0913,1.10131,1.11212,1.12375,1.13624,1.1496,1.16384,1.17898,1.19502,1.21195,1.22978,1.24849,1.26806,1.28845,1.30963,1.33156,1.35418,1.37743,1.40126,1.42557,1.45029,1.47534,1.5006,1.52599,1.5514,1.57672,1.60182,1.62661,1.65095,1.67473,1.69783,1.72014,1.74153,1.7619,1.78114,1.79914,1.81581,1.83107,1.84483,1.85702,1.86757,1.87644,1.88358,1.88895,1.89254,1.89434,1.89434,1.89255,1.88901,1.88373,1.87676,1.86815,1.85796,1.84626,1.83312,1.81862,1.80286,1.78592,1.76789,1.74889,1.72901,1.70835,1.68702,1.66512,1.64276,1.62004,1.59705,1.57389,1.55066,1.52744,1.50432,1.48138,1.45869,1.43632,1.41433,1.39278,1.37173,1.35121,1.33127,1.31195,1.29327,1.27526,1.25793,1.2413,1.22538,1.21017,1.19568,1.18189,1.16881,1.15643,1.14472,1.13369,1.12331,1.11355,1.10441,1.09586,1.08788,1.08044,1.07352,1.06709,1.06114,1.05563,1.05055,1.04586,1.04155,1.03759,1.03395,1.03063,1.02759,1.02482,1.02229,1.02,1.01791,1.01602,1.01431,1.01277,1.01137,1.01012,1.00899,1.00798,1.00707,1.00625,1.00553,1.00488,1.0043,1.00379,1.00333,1.00293,1.00257,1.00225,1.00197,1.00172,1.00151,1.00132,1.00115,1.00101,1.00088,1.00078,1.00068,1.00061,1.00054,1.00049,1.00045,1.00042,1.0004,1.00039,1.00039,1.0004,1.00042,1.00045,1.0005,1.00055,1.00063,1.00071,1.00082,1.00094,1.00109,1.00127,1.00147,1.0017,1.00197,1.00228,1.00263,1.00303,1.00349,1.00401,1.0046,1.00527,1.00602,1.00687,1.00781,1.00888,1.01006,1.01139,1.01286,1.01449,1.0163,1.01829,1.0205,1.02292,1.02558,1.02849,1.03167,1.03515,1.03892,1.04303,1.04748,1.05228,1.05747,1.06306,1.06906,1.07549,1.08238,1.08972,1.09755,1.10587,1.11468,1.12402,1.13387,1.14425,1.15517,1.16661,1.17859,1.1911,1.20413,1.21767,1.23172,1.24625,1.26125,1.2767,1.29257,1.30882,1.32545,1.34239,1.35963,1.37711,1.3948,1.41264,1.43059,1.4486,1.46661,1.48457,1.50241,1.5201,1.53755,1.55472,1.57154,1.58795,1.60391,1.61933,1.63418,1.64839,1.66191,1.67468,1.68667,1.69782,1.70809,1.71744,1.72584,1.73325,1.73965,1.74501,1.74932,1.75257,1.75473,1.75581,1.75581,1.75474,1.75259,1.74939,1.74515,1.7399,1.73366,1.72646,1.71834,1.70933,1.69947,1.6888,1.67738,1.66524,1.65244,1.63902,1.62505,1.61056,1.59562,1.58027,1.56458,1.54859,1.53236,1.51594,1.49938,1.48272,1.46602,1.44933,1.43268,1.41612,1.39968,1.38342,1.36735,1.35152,1.33595,1.32068,1.30572,1.2911,1.27684,1.26296,1.24947,1.23639,1.22373,1.21149,1.19968,1.1883,1.17736,1.16687,1.1568,1.14718,1.13798,1.1292,1.12085,1.1129,1.10536,1.09821,1.09144,1.08504,1.07899,1.0733,1.06794,1.0629,1.05817,1.05373,1.04958,1.0457,1.04208,1.03871,1.03556,1.03264,1.02992,1.0274,1.02507,1.02292,1.02092,1.01909,1.01739,1.01584,1.01441,1.01309,1.01189,1.0108,1.00979,1.00888,1.00805,1.0073,1.00663,1.00602,1.00547,1.00498,1.00455,1.00417,1.00383,1.00355,1.00331,1.00311,1.00295,1.00283,1.00276,1.00272,1.00272,1.00276,1.00284,1.00296,1.00312,1.00333,1.00358,1.00389,1.00424,1.00465,1.00512,1.00566,1.00626,1.00693,1.00768,1.00852,1.00945,1.01047,1.0116,1.01284,1.0142,1.01568,1.0173,1.01907,1.02099,1.02307,1.02533,1.02777,1.0304,1.03324,1.03629,1.03957,1.04308,1.04685,1.05087,1.05515,1.05972,1.06458,1.06974,1.0752,1.08098,1.08709,1.09353,1.10031,1.10744,1.11492,1.12275,1.13094,1.1395,1.14841,1.15769,1.16732,1.17731,1.18765,1.19833,1.20935,1.2207,1.23236,1.24432,1.25657,1.26909,1.28186,1.29486,1.30807,1.32147,1.33503,1.34872,1.36253,1.37641,1.39034,1.40428,1.41821,1.43209,1.44589,1.45956,1.47308,1.48642,1.49952,1.51237,1.52491,1.53712,1.54897,1.56041,1.57142,1.58195,1.59199,1.6015,1.61045,1.61882,1.62658,1.6337,1.64017,1.64597,1.65107,1.65547,1.65916,1.66212,1.66434,1.66582,1.66656,1.66656
0.01,1.00001,1,1,1.00001,1.00001,1.00001,1.00001,1.00002,1.00002,1.00003,1.00003,1.00004,1.00005,1.00007,1.00009,1.00011,1.00013,1.00017,1.00021,1.00026,1.00033,1.0004,1.00049,1.00061,1.00074,1.00091,1.0011,1.00133,1.00161,1.00194,1.00232,1.00278,1.00331,1.00393,1.00466,1.0055,1.00648,1.0076,1.0089,1.01038,1.01208,1.01401,1.0162,1.01868,1.02148,1.02462,1.02815,1.03208,1.03647,1.04134,1.04673,1.05267,1.05921,1.06638,1.07422,1.08276,1.09203,1.10207,1.11291,1.12458,1.13709,1.15046,1.16472,1.17987,1.19591,1.21285,1.23067,1.24936,1.26891,1.28927,1.31041,1.3323,1.35487,1.37806,1.40182,1.42606,1.4507,1.47565,1.50082,1.52611,1.55141,1.57662,1.60161,1.62628,1.65051,1.67417,1.69715,1.71934,1.74062,1.76088,1.78001,1.79791,1.81449,1.82966,1.84334,1.85546,1.86595,1.87476,1.88186,1.8872,1.89077,1.89255,1.89255,1.89078,1.88725,1.88201,1.87508,1.86652,1.85639,1.84475,1.83169,1.81727,1.80159,1.78474,1.76682,1.74791,1.72813,1.70757,1.68635,1.66455,1.6423,1.61967,1.59678,1.57372,1.55058,1.52745,1.50441,1.48155,1.45893,1.43663,1.41471,1.39322,1.37221,1.35174,1.33185,1.31256,1.29391,1.27592,1.25861,1.24199,1.22608,1.21088,1.19639,1.1826,1.16951,1.15712,1.1454,1.13435,1.12395,1.11418,1.10502,1.09645,1.08844,1.08098,1.07404,1.06759,1.06161,1.05608,1.05097,1.04626,1.04192,1.03794,1.03428,1.03094,1.02788,1.02508,1.02254,1.02023,1.01812,1.01622,1.01449,1.01293,1.01153,1.01026,1.00912,1.00809,1.00717,1.00635,1.00562,1.00496,1.00437,1.00385,1.00339,1.00298,1.00261,1.00229,1.00201,1.00176,1.00154,1.00134,1.00118,1.00103,1.0009,1.00079,1.0007,1.00062,1.00056,1.0005,1.00046,1.00043,1.00041,1.0004,1.0004,1.00041,1.00043,1.00046,1.00051,1.00057,1.00064,1.00073,1.00084,1.00097,1.00112,1.00129,1.0015,1.00173,1.002,1.00232,1.00267,1.00308,1.00355,1.00407,1.00467,1.00535,1.00611,1.00696,1.00792,1.00899,1.01019,1.01152,1.01301,1.01465,1.01647,1.01848,1.0207,1.02314,1.02581,1.02874,1.03195,1.03543,1.03923,1.04335,1.04782,1.05265,1.05785,1.06346,1.06948,1.07593,1.08282,1.09019,1.09803,1.10636,1.11519,1.12453,1.13439,1.14478,1.15569,1.16714,1.17912,1.19162,1.20465,1.21818,1.23222,1.24674,1.26172,1.27714,1.29298,1.30921,1.3258,1.34272,1.35991,1.37735,1.395,1.41279,1.4307,1.44865,1.46661,1.48451,1.5023,1.51993,1.53732,1.55443,1.57119,1.58755,1.60344,1.61881,1.6336,1.64775,1.66122,1.67394,1.68588,1.69698,1.70721,1.71653,1.72489,1.73227,1.73864,1.74398,1.74828,1.7515,1.75366,1.75474,1.75474,1.75366,1.75153,1.74834,1.74412,1.73889,1.73268,1.72551,1.71742,1.70844,1.69862,1.688,1.67662,1.66453,1.65178,1.63841,1.62449,1.61005,1.59516,1.57987,1.56423,1.5483,1.53212,1.51575,1.49923,1.48263,1.46598,1.44933,1.43272,1.4162,1.39981,1.38358,1.36755,1.35175,1.33622,1.32097,1.30603,1.29144,1.2772,1.26334,1.24986,1.2368,1.22414,1.21191,1.2001,1.18873,1.1778,1.1673,1.15724,1.14761,1.13841,1.12963,1.12127,1.11331,1.10576,1.0986,1.09182,1.08541,1.07935,1.07364,1.06827,1.06322,1.05848,1.05403,1.04987,1.04597,1.04234,1.03895,1.03579,1.03286,1.03013,1.0276,1.02526,1.02309,1.02109,1.01924,1.01754,1.01597,1.01453,1.01321,1.012,1.0109,1.00989,1.00897,1.00814,1.00738,1.0067,1.00608,1.00553,1.00504,1.0046,1.00422,1.00388,1.0036,1.00335,1.00315,1.00299,1.00287,1.0028,1.00276,1.00276,1.0028,1.00288,1.003,1.00316,1.00337,1.00363,1.00393,1.00429,1.00471,1.00518,1.00572,1.00633,1.007,1.00776,1.00861,1.00954,1.01057,1.0117,1.01295,1.01432,1.01581,1.01744,1.01921,1.02114,1.02323,1.0255,1.02795,1.03059,1.03344,1.03651,1.03979,1.04332,1.04709,1.05112,1.05542,1.06,1.06487,1.07003,1.07551,1.0813,1.08741,1.09386,1.10065,1.10778,1.11527,1.1231,1.1313,1.13985,1.14877,1.15804,1.16768,1.17766,1.188,1.19868,1.20969,1.22102,1.23267,1.24462,1.25685,1.26935,1.28211,1.29509,1.30828,1.32165,1.33519,1.34886,1.36263,1.37648,1.39038,1.4043,1.41819,1.43204,1.4458,1.45944,1.47293,1.48623,1.4993,1.5121,1.52461,1.53679,1.5486,1.56001,1.57098,1.58149,1.5915,1.60097,1.6099,1.61824,1.62597,1.63307,1.63952,1.6453,1.65038,1.65477,1.65844,1.66139,1.66361,1.66509
0.02,1.00001,1.00001,1.00001,1.00001,1.00001,1.00001,1.00001,1.00001,1.00001,1.00002,1.00002,1.00003,1.00003,1.00004,1.00006,1.00007,1.00009,1.00011,1.00014,1.00018,1.00022,1.00027,1.00034,1.00042,1.00051,1.00063,1.00077,1.00093,1.00113,1.00137,1.00165,1.00199,1.00238,1.00285,1.00339,1.00402,1.00476,1.00562,1.00661,1.00776,1.00907,1.01057,1.01229,1.01425,1.01646,1.01897,1.0218,1.02497,1.02853,1.0325,1.03692,1.04182,1.04725,1.05323,1.05981,1.06701,1.07489,1.08346,1.09277,1.10284,1.11371,1.1254,1.13793,1.15132,1.1656,1.18075,1.1968,1.21374,1.23155,1.25023,1.26975,1.29008,1.31119,1.33303,1.35554,1.37868,1.40237,1.42653,1.45109,1.47596,1.50103,1.52622,1.55142,1.57652,1.6014,1.62595,1.65006,1.67361,1.69647,1.71855,1.73971,1.75986,1.77889,1.79669,1.81318,1.82826,1.84186,1.8539,1.86433,1.8731,1.88015,1.88546,1.88901,1.89078,1.89078,1.88902,1.88551,1.88029,1.87341,1.8649,1.85483,1.84326,1.83026,1.81593,1.80034,1.78358,1.76574,1.74694,1.72726,1.7068,1.68568,1.66399,1.64183,1.6193,1.59651,1.57355,1.5505,1.52746,1.5045,1.48172,1.45917,1.43694,1.41508,1.39365,1.3727,1.35227,1.33242,1.31316,1.29454,1.27658,1.25929,1.24268,1.22678,1.21158,1.19709,1.1833,1.17021,1.15781,1.14608,1.13502,1.1246,1.11481,1.10563,1.09704,1.08901,1.08152,1.07456,1.06808,1.06208,1.05653,1.05139,1.04666,1.0423,1.03829,1.03461,1.03124,1.02816,1.02535,1.02279,1.02046,1.01834,1.01642,1.01467,1.0131,1.01168,1.0104,1.00925,1.00821,1.00728,1.00645,1.0057,1.00504,1.00444,1.00392,1.00345,1.00303,1.00266,1.00233,1.00205,1.00179,1.00157,1.00137,1.0012,1.00105,1.00092,1.00081,1.00072,1.00064,1.00057,1.00052,1.00047,1.00044,1.00042,1.00041,1.00041,1.00042,1.00044,1.00048,1.00052,1.00058,1.00066,1.00075,1.00086,1.00099,1.00114,1.00132,1.00152,1.00176,1.00204,1.00236,1.00272,1.00313,1.0036,1.00414,1.00474,1.00542,1.00619,1.00706,1.00802,1.00911,1.01031,1.01166,1.01316,1.01481,1.01665,1.01868,1.02091,1.02336,1.02605,1.029,1.03222,1.03572,1.03954,1.04368,1.04816,1.05301,1.05823,1.06385,1.06989,1.07636,1.08327,1.09065,1.0985,1.10684,1.11569,1.12504,1.13491,1.1453,1.15622,1.16767,1.17965,1.19215,1.20517,1.21869,1.23271,1.24722,1.26218,1.27758,1.2934,1.3096,1.32616,1.34304,1.3602,1.3776,1.39519,1.41295,1.4308,1.4487,1.46661,1.48446,1.50219,1.51976,1.53709,1.55414,1.57085,1.58714,1.60298,1.61829,1.63302,1.64712,1.66053,1.67321,1.68509,1.69615,1.70634,1.71561,1.72394,1.73129,1.73764,1.74296,1.74723,1.75044,1.75259,1.75366,1.75366,1.75259,1.75047,1.74729,1.74309,1.73788,1.7317,1.72456,1.7165,1.70756,1.69778,1.6872,1.67587,1.66382,1.65112,1.6378,1.62393,1.60955,1.59471,1.57947,1.56388,1.548,1.53187,1.51555,1.49909,1.48254,1.46593,1.44933,1.43277,1.41629,1.39993,1.38374,1.36775,1.35198,1.33647,1.32125,1.30635,1.29177,1.27756,1.26371,1.25025,1.2372,1.22455,1.21233,1.20053,1.18917,1.17823,1.16774,1.15767,1.14804,1.13883,1.13005,1.12168,1.11372,1.10616,1.09899,1.0922,1.08577,1.07971,1.07399,1.06861,1.06354,1.05879,1.05433,1.05015,1.04625,1.0426,1.0392,1.03603,1.03308,1.03034,1.0278,1.02545,1.02327,1.02125,1.0194,1.01768,1.01611,1.01466,1.01333,1.01212,1.011,1.00999,1.00906,1.00822,1.00746,1.00677,1.00615,1.0056,1.0051,1.00466,1.00427,1.00393,1.00364,1.0034,1.0032,1.00304,1.00292,1.00284,1.0028,1.0028,1.00284,1.00292,1.00304,1.00321,1.00342,1.00368,1.00398,1.00435,1.00476,1.00524,1.00578,1.00639,1.00708,1.00784,1.00869,1.00963,1.01067,1.01181,1.01306,1.01444,1.01594,1.01758,1.01936,1.0213,1.0234,1.02567,1.02813,1.03079,1.03365,1.03672,1.04002,1.04356,1.04734,1.05138,1.05569,1.06028,1.06516,1.07033,1.07582,1.08161,1.08774,1.09419,1.10099,1.10813,1.11562,1.12346,1.13166,1.14021,1.14913,1.1584,1.16803,1.17802,1.18835,1.19902,1.21002,1.22135,1.23298,1.24492,1.25714,1.26962,1.28235,1.29532,1.30848,1.32184,1.33535,1.34899,1.36274,1.37656,1.39043,1.40431,1.41817,1.43199,1.44571,1.45932,1.47277,1.48603,1.49907,1.51184,1.52432,1.53646,1.54823,1.55961,1.57055,1.58102,1.591,1.60045,1.60934,1.61766,1.62536,1.63244,1.63887,1.64463,1.6497,1.65407,1.65773,1.66067
0.03,1.00002,1.00001,1.00001,1.00001,1.00001,1.00001,1.00001,1.00001,1.00001,1.00001,1.00001,1.00002,1.00002,1.00003,1.00004,1.00005,1.00006,1.00007,1.00009,1.00012,1.00015,1.00018,1.00023,1.00028,1.00035,1.00043,1.00053,1.00065,1.00079,1.00096,1.00117,1.00141,1.0017,1.00204,1.00244,1.00292,1.00347,1.00412,1.00487,1.00574,1.00675,1.00791,1.00924,1.01077,1.01251,1.01449,1.01673,1.01926,1.02212,1.02532,1.02891,1.03292,1.03737,1.04231,1.04777,1.05379,1.0604,1.06764,1.07555,1.08416,1.0935,1.1036,1.1145,1.12621,1.13877,1.15218,1.16647,1.18163,1.19768,1.21462,1.23242,1.25108,1.27058,1.29088,1.31196,1.33375,1.35621,1.37929,1.40291,1.427,1.45148,1.47626,1.50124,1.52633,1.55142,1.57641,1.60118,1.62562,1.64961,1.67304,1.6958,1.71775,1.73881,1.75885,1.77777,1.79547,1.81186,1.82686,1.84038,1.85236,1.86273,1.87144,1.87845,1.88373,1.88725,1.88902,1.88902,1.88726,1.88378,1.87859,1.87174,1.86328,1.85327,1.84177,1.82885,1.81459,1.79908,1.78241,1.76468,1.74597,1.72638,1.70603,1.68501,1.66342,1.64136,1.61894,1.59624,1.57337,1.55041,1.52746,1.50459,1.48188,1.45941,1.43724,1.41545,1.39407,1.37317,1.35279,1.33298,1.31376,1.29517,1.27723,1.25996,1.24337,1.22748,1.21228,1.19779,1.184,1.1709,1.15849,1.14676,1.13568,1.12524,1.11544,1.10624,1.09762,1.08957,1.08206,1.07507,1.06858,1.06255,1.05697,1.05181,1.04706,1.04267,1.03864,1.03494,1.03155,1.02845,1.02562,1.02304,1.02069,1.01855,1.01661,1.01486,1.01327,1.01183,1.01054,1.00937,1.00833,1.00739,1.00655,1.00579,1.00512,1.00452,1.00398,1.00351,1.00308,1.00271,1.00238,1.00208,1.00183,1.0016,1.0014,1.00123,1.00107,1.00094,1.00083,1.00073,1.00065,1.00058,1.00053,1.00048,1.00045,1.00043,1.00042,1.00042,1.00043,1.00045,1.00049,1.00053,1.00059,1.00067,1.00076,1.00087,1.00101,1.00116,1.00134,1.00155,1.0018,1.00208,1.0024,1.00277,1.00319,1.00366,1.0042,1.00481,1.0055,1.00628,1.00715,1.00813,1.00922,1.01044,1.0118,1.01331,1.01498,1.01683,1.01887,1.02111,1.02358,1.02629,1.02925,1.03249,1.03601,1.03985,1.044,1.04851,1.05337,1.05861,1.06425,1.0703,1.07679,1.08372,1.09111,1.09898,1.10733,1.11619,1.12555,1.13542,1.14582,1.15675,1.1682,1.18017,1.19267,1.20568,1.2192,1.23321,1.24769,1.26264,1.27802,1.29381,1.30998,1.32651,1.34335,1.36047,1.37783,1.39539,1.41309,1.4309,1.44875,1.4666,1.4844,1.50208,1.51959,1.53686,1.55386,1.5705,1.58674,1.60251,1.61777,1.63244,1.64649,1.65985,1.67247,1.68431,1.69533,1.70547,1.71471,1.723,1.73032,1.73664,1.74193,1.74619,1.74939,1.75153,1.75259,1.75259,1.75153,1.74941,1.74625,1.74207,1.73688,1.73072,1.72361,1.71559,1.70668,1.69694,1.6864,1.67511,1.66311,1.65046,1.63719,1.62337,1.60904,1.59425,1.57907,1.56354,1.54771,1.53163,1.51536,1.49895,1.48244,1.46588,1.44932,1.43281,1.41637,1.40006,1.3839,1.36794,1.35221,1.33673,1.32154,1.30666,1.29211,1.27791,1.26408,1.25064,1.2376,1.22496,1.21275,1.20096,1.18959,1.17867,1.16817,1.1581,1.14847,1.13926,1.13047,1.1221,1.11413,1.10656,1.09938,1.09258,1.08614,1.08007,1.07434,1.06894,1.06386,1.05909,1.05462,1.05043,1.04652,1.04286,1.03944,1.03626,1.0333,1.03055,1.028,1.02563,1.02344,1.02142,1.01955,1.01783,1.01625,1.01479,1.01345,1.01223,1.01111,1.01009,1.00915,1.00831,1.00754,1.00685,1.00622,1.00566,1.00516,1.00472,1.00432,1.00398,1.00369,1.00344,1.00324,1.00308,1.00296,1.00288,1.00284,1.00284,1.00288,1.00296,1.00308,1.00325,1.00346,1.00372,1.00403,1.0044,1.00482,1.0053,1.00585,1.00646,1.00715,1.00792,1.00878,1.00972,1.01076,1.01191,1.01317,1.01456,1.01607,1.01771,1.0195,1.02145,1.02356,1.02585,1.02832,1.03098,1.03385,1.03694,1.04025,1.04379,1.04759,1.05164,1.05596,1.06056,1.06545,1.07063,1.07612,1.08193,1.08806,1.09453,1.10133,1.10847,1.11596,1.12381,1.13201,1.14057,1.14949,1.15876,1.16839,1.17837,1.18869,1.19936,1.21035,1.22167,1.23329,1.24521,1.25742,1.26989,1.2826,1.29554,1.30869,1.32202,1.3355,1.34912,1.36284,1.37663,1.39047,1.40432,1.41816,1.43194,1.44563,1.4592,1.47262,1.48584,1.49884,1.51158,1.52402,1.53613,1.54787,1.55921,1.57011,1.58056,1.5905,1.59992,1.60879,1.61708,1.62476,1.63181,1.63822,1.64396,1.64901,1.65337
